"city","state","country","geographykey","customerkey","customername","commutedistance"
"Cranbourne","Victoria","Australia",33,11362,"Damien M Shan","0-1 Miles"
"Melbourne","Victoria","Australia",35,11363,"Julian Ross","0-1 Miles"
"Geelong","Victoria","Australia",34,11364,"Jennifer Collins","2-5 Miles"
"Findon","South Australia","Australia",29,11365,"Brittney Sun","1-2 Miles"
"Seaford","Victoria","Australia",37,11366,"Virginia R Patel","0-1 Miles"
"North Sydney","New South Wales","Australia",12,11367,"Calvin J Nara","0-1 Miles"
"Rockhampton","Queensland","Australia",26,11368,"Edward Miller","1-2 Miles"
"Findon","South Australia","Australia",29,11369,"Ashlee D Tang","0-1 Miles"
"South Melbourne","Victoria","Australia",38,11370,"Alicia Xu","0-1 Miles"
"Rockhampton","Queensland","Australia",26,11371,"Lacey C Jai","0-1 Miles"
"Brisbane","Queensland","Australia",20,11372,"Wendy H Romero","0-1 Miles"
"Salzgitter","Hessen","Germany",135,11373,"Carly H Luo","0-1 Miles"
"Werne","Nordrhein-Westfalen","Germany",162,11374,"Jimmy M Ortega","0-1 Miles"
"High Wycombe","England","United Kingdom",240,11375,"Francisco Martinez","0-1 Miles"
"Liverpool","England","United Kingdom",268,11376,"Lance Vazquez","0-1 Miles"
"Solingen","Nordrhein-Westfalen","Germany",161,11377,"David R. Robinett","0-1 Miles"
"Metz","Moselle","France",184,11378,"Shannon Liang","2-5 Miles"
"Boulogne-Billancourt","Hauts de Seine","France",214,11379,"Gary Vazquez","2-5 Miles"
"Saarlouis","Saarland","Germany",175,11380,"Mitchell L Kumar","1-2 Miles"
"London","England","United Kingdom",249,11381,"Meredith Raman","2-5 Miles"
"Roubaix","Nord","France",189,11382,"Edward Patterson","2-5 Miles"
"Roissy en Brie","Seine et Marne","France",206,11383,"Marie Gill","0-1 Miles"
"Les Ulis","Essonne","France",211,11384,"Tiffany E Wang","0-1 Miles"
"York","England","United Kingdom",279,11385,"Miguel C Allen","0-1 Miles"
"Darmstadt","Hessen","Germany",127,11386,"Jaclyn Cai","0-1 Miles"
"Gateshead","England","United Kingdom",238,11387,"Megan C Ramirez","0-1 Miles"
"York","England","United Kingdom",279,11388,"Joseph Martin","0-1 Miles"
"Duesseldorf","Hessen","Germany",130,11389,"Karl J Shan","2-5 Miles"
"Saint Germain en Laye","Yveline","France",208,11390,"Christine J Raji","2-5 Miles"
"Salzgitter","Hessen","Germany",135,11391,"Lindsay T Xie","0-1 Miles"
"Frankfurt","Hessen","Germany",131,11392,"Willie Zhao","0-1 Miles"
"Saint Ouen","Loir et Cher","France",182,11393,"Kurt B Pal","0-1 Miles"
"Milton Keynes","England","United Kingdom",259,11394,"George McDonald","0-1 Miles"
"Frankfurt","Bayern","Germany",118,11395,"Beth C Gutierrez","0-1 Miles"
"Saarlouis","Saarland","Germany",175,11396,"Ian G Lopez","0-1 Miles"
"Paris","Seine (Paris)","France",197,11397,"Latoya R Shan","0-1 Miles"
"Newcastle upon Tyne","England","United Kingdom",261,11398,"Colin N Nath","0-1 Miles"
"Paris","Seine (Paris)","France",202,11399,"Brenda F Mehta","0-1 Miles"
"London","England","United Kingdom",251,11400,"Franklin Raji","0-1 Miles"
"Paris","Seine (Paris)","France",204,11401,"Linda Navarro","0-1 Miles"
"Orleans","Loiret","France",183,11402,"Kelli R Cai","0-1 Miles"
"Saint Ouen","Charente-Maritime","France",179,11403,"Nancy Schmidt","0-1 Miles"
"Kassel","Hessen","Germany",133,11404,"Megan E Taylor","0-1 Miles"
"Bonn","Hamburg","Germany",143,11405,"Bonnie Goel","0-1 Miles"
"Paris","Seine (Paris)","France",199,11406,"Latoya L Xu","2-5 Miles"
"Münster","Saarland","Germany",170,11407,"Mario She","0-1 Miles"
"London","England","United Kingdom",257,11408,"Darren M Gill","0-1 Miles"
"Saint Germain en Laye","Yveline","France",208,11409,"Jacqueline H Hayes","0-1 Miles"
"Paris","Seine (Paris)","France",201,11410,"Maurice Goel","2-5 Miles"
"Ingolstadt","Bayern","Germany",121,11411,"Devin A Ross","2-5 Miles"
"Ingolstadt","Bayern","Germany",121,11412,"Sydney S Bryant","10+ Miles"
"Gateshead","England","United Kingdom",238,11413,"Megan L Stewart","2-5 Miles"
"Kirkby","England","United Kingdom",241,11414,"Ian Richardson","10+ Miles"
"Darmstadt","Hessen","Germany",127,11415,"Randy H She","10+ Miles"
"Croix","Nord","France",185,11416,"Katrina Becker","2-5 Miles"
"Pantin","Seine Saint Denis","France",222,11417,"Lacey C Zheng","10+ Miles"
"Paderborn","Nordrhein-Westfalen","Germany",160,11418,"Rafael J Hu","10+ Miles"
"Watford","England","United Kingdom",273,11419,"Kyle D Scott","0-1 Miles"
"Roubaix","Nord","France",189,11420,"Jordan C Turner","10+ Miles"
"Offenbach","Saarland","Germany",172,11421,"Amy C Sun","5-10 Miles"
"Liverpool","England","United Kingdom",268,11422,"Dustin F Deng","5-10 Miles"
"Hamburg","Hamburg","Germany",147,11423,"Jasmine Stewart","2-5 Miles"
"Berlin","Saarland","Germany",164,11424,"Pamela S Garcia","10+ Miles"
"Metz","Moselle","France",184,11425,"Ariana D Gray","10+ Miles"
"Braunschweig","Nordrhein-Westfalen","Germany",156,11426,"Kristopher Mehta","10+ Miles"
"Kiel","Saarland","Germany",168,11427,"Desiree S Dominguez","10+ Miles"
"Poing","Saarland","Germany",173,11428,"Deanna Perez","10+ Miles"
"Sèvres","Hauts de Seine","France",218,11429,"Marco Lopez","10+ Miles"
"Bottrop","Nordrhein-Westfalen","Germany",155,11430,"Casey K Yuan","10+ Miles"
"Hof","Bayern","Germany",120,11431,"Bryant Garcia","10+ Miles"
"Roissy en Brie","Seine et Marne","France",206,11432,"Dominique L Prasad","10+ Miles"
"Tremblay-en-France","Seine Saint Denis","France",224,11433,"Maurice M Shan","2-5 Miles"
"West Sussex","England","United Kingdom",274,11434,"Andre Lopez","0-1 Miles"
"Kiel","Saarland","Germany",168,11435,"Robin Romero","10+ Miles"
"Watford","England","United Kingdom",273,11436,"Taylor Cox","10+ Miles"
"Villeneuve-d'Ascq","Nord","France",190,11437,"Alfredo Moreno","10+ Miles"
"Werne","Nordrhein-Westfalen","Germany",162,11438,"Jenny Nara","0-1 Miles"
"Paris La Defense","Hauts de Seine","France",217,11439,"Janet Munoz","5-10 Miles"
"Lille","Nord","France",187,11440,"Sergio C Weber","5-10 Miles"
"Paris","Seine (Paris)","France",192,11441,"Erika Gomez","5-10 Miles"
"Tremblay-en-France","Seine Saint Denis","France",224,11442,"Joseph D Harris","10+ Miles"
"Hobart","Tasmania","Australia",31,11443,"Grace Griffin","2-5 Miles"
"Bendigo","Victoria","Australia",32,11444,"Tina C Mehta","10+ Miles"
"Silverwater","New South Wales","Australia",15,11445,"Kari S Kim","10+ Miles"
"Lane Cove","New South Wales","Australia",5,11446,"Bethany K Chander","10+ Miles"
"Hervey Bay","Queensland","Australia",25,11447,"Jennifer Roberts","10+ Miles"
"Melbourne","Victoria","Australia",35,11448,"Kyle Patterson","10+ Miles"
"Seaford","Victoria","Australia",37,11449,"Alvin E Hu","10+ Miles"
"Cloverdale","South Australia","Australia",28,11450,"Brett Mehta","0-1 Miles"
"Newcastle","New South Wales","Australia",10,11451,"Ruben L Muñoz","10+ Miles"
"Caloundra","Queensland","Australia",21,11452,"Erika A Rubio","10+ Miles"
"Hobart","Tasmania","Australia",31,11453,"Stanley H Malhotra","10+ Miles"
"Melbourne","Victoria","Australia",35,11454,"Melinda Navarro","10+ Miles"
"Melton","Victoria","Australia",36,11455,"Ross Sanz","10+ Miles"
"St. Leonards","New South Wales","Australia",17,11456,"Jon C Gao","10+ Miles"
"Wollongong","New South Wales","Australia",19,11457,"Jaime C Gutierrez","10+ Miles"
"Springwood","New South Wales","Australia",16,11458,"Bianca K Liu","10+ Miles"
"Port Macquarie","New South Wales","Australia",13,11459,"Tasha Deng","10+ Miles"
"Cranbourne","Victoria","Australia",33,11460,"Melvin R Chande","10+ Miles"
"Lavender Bay","New South Wales","Australia",6,11461,"Victor Jimenez","10+ Miles"
"Matraville","New South Wales","Australia",8,11462,"Laura L Lin","10+ Miles"
"Cloverdale","South Australia","Australia",28,11463,"Alisha E Beck","10+ Miles"
"South Melbourne","Victoria","Australia",38,11464,"Alejandro Huang","10+ Miles"
"Gold Coast","Queensland","Australia",23,11465,"Louis Luo","10+ Miles"
"Lavender Bay","New South Wales","Australia",6,11466,"Grant H Tang","10+ Miles"
"St. Leonards","New South Wales","Australia",17,11467,"Arturo C Zheng","0-1 Miles"
"York","England","United Kingdom",278,11468,"Jaclyn Andersen","1-2 Miles"
"York","England","United Kingdom",278,11469,"Edwin Raji","1-2 Miles"
"Stuttgart","Saarland","Germany",177,11470,"Jay C Suarez","0-1 Miles"
"Chatou","Yveline","France",207,11471,"Latasha Suarez","2-5 Miles"
"Hawthorne","Queensland","Australia",24,11472,"Kenneth Kumar","5-10 Miles"
"Drancy","Seine Saint Denis","France",221,11473,"Grace M Henderson","1-2 Miles"
"Peterborough","England","United Kingdom",265,11474,"Melvin A Xu","1-2 Miles"
"London","England","United Kingdom",251,11475,"Cesar L Subram","1-2 Miles"
"Kirkby","England","United Kingdom",241,11476,"Erika K Navarro","1-2 Miles"
"Darmstadt","Hessen","Germany",127,11477,"Tristan Hughes","1-2 Miles"
"Sèvres","Hauts de Seine","France",218,11478,"Billy C Hernandez","2-5 Miles"
"Saint Ouen","Loir et Cher","France",182,11479,"Darryl L Wu","1-2 Miles"
"Tremblay-en-France","Seine Saint Denis","France",224,11480,"Colleen A Ma","1-2 Miles"
"Braunschweig","Nordrhein-Westfalen","Germany",156,11481,"Erica Hu","1-2 Miles"
"Warrington","England","United Kingdom",272,11482,"Adrienne C Torres","1-2 Miles"
"Paris","Seine (Paris)","France",199,11483,"Calvin E Chande","0-1 Miles"
"Neunkirchen","Saarland","Germany",171,11484,"Erick L Sai","0-1 Miles"
"Esher-Molesey","England","United Kingdom",237,11485,"Donald Chandra","0-1 Miles"
"Erlangen","Bayern","Germany",117,11486,"Ariana F Rogers","1-2 Miles"
"Dunkerque","Nord","France",186,11487,"Morgan C Jones","1-2 Miles"
"London","England","United Kingdom",256,11488,"Jermaine Lopez","1-2 Miles"
"Oxford","England","United Kingdom",262,11489,"Deborah S Goel","1-2 Miles"
"Paris La Defense","Hauts de Seine","France",217,11490,"Danny Rubio","0-1 Miles"
"London","England","United Kingdom",255,11491,"Andre Perez","0-1 Miles"
"Eilenburg","Brandenburg","Germany",115,11492,"Terrence C Chander","2-5 Miles"
"London","England","United Kingdom",255,11493,"Dawn T Wu","1-2 Miles"
"Runcorn","England","United Kingdom",267,11494,"Jimmy M Gutierrez","1-2 Miles"
"Bonn","Nordrhein-Westfalen","Germany",154,11495,"Francis Jimenez","1-2 Miles"
"Warrington","England","United Kingdom",272,11496,"Gary Ortega","0-1 Miles"
"Newcastle upon Tyne","England","United Kingdom",261,11497,"Katrina R Nath","1-2 Miles"
"Cliffside","British Columbia","Canada",49,11498,"Arturo C Sun","1-2 Miles"
"Concord","California","United States",311,11499,"Pedro A Vance","1-2 Miles"
"Langley","British Columbia","Canada",52,11500,"Sarah V Simmons","0-1 Miles"
"Cliffside","British Columbia","Canada",49,11501,"Brandy P Chandra","1-2 Miles"
"Shawnee","British Columbia","Canada",63,11502,"Jared Peterson","0-1 Miles"
"Coronado","California","United States",312,11503,"Dennis G Wu","1-2 Miles"
"Downey","California","United States",315,11504,"Jordan P Baker","0-1 Miles"
"Burnaby","British Columbia","Canada",43,11505,"Jasmine A Powell","1-2 Miles"
"Port Hammond","British Columbia","Canada",60,11506,"Nicholas S Brown","0-1 Miles"
"Victoria","British Columbia","Canada",69,11507,"Isabella A Russell","1-2 Miles"
"Lynnwood","Washington","United States",626,11508,"Elizabeth R Wilson","1-2 Miles"
"Novato","California","United States",347,11509,"Roger Harui","5-10 Miles"
"N. Vancouver","British Columbia","Canada",54,11510,"Seth H Roberts","1-2 Miles"
"Lebanon","Oregon","United States",543,11511,"Caleb Perry","2-5 Miles"
"Oak Bay","British Columbia","Canada",59,11512,"Natalie L Campbell","1-2 Miles"
"Royal Oak","British Columbia","Canada",62,11513,"Alyssa A Howard","1-2 Miles"
"Tacoma","Washington","United States",642,11514,"Dalton Diaz","2-5 Miles"
"Burbank","California","United States",301,11515,"Shannon H Huang","2-5 Miles"
"Colma","California","United States",310,11516,"Mya Gonzales","2-5 Miles"
"Redwood City","California","United States",355,11517,"Katherine A Bryant","0-1 Miles"
"Milwaukie","Oregon","United States",545,11518,"Edward Washington","0-1 Miles"
"Cliffside","British Columbia","Canada",49,11519,"Jerome B Navarro","1-2 Miles"
"Port Hammond","British Columbia","Canada",60,11520,"Jada A Morgan","0-1 Miles"
"Walla Walla","Washington","United States",644,11521,"Ariana Peterson","0-1 Miles"
"Oregon City","Oregon","United States",546,11522,"Christian J Hughes","0-1 Miles"
"N. Vancouver","British Columbia","Canada",54,11523,"Lucas V Taylor","0-1 Miles"
"Torrance","California","United States",374,11524,"Alyssa L Jackson","1-2 Miles"
"Lebanon","Oregon","United States",543,11525,"Ariana Cook","0-1 Miles"
"Westminster","British Columbia","Canada",70,11526,"Katherine P Diaz","1-2 Miles"
"San Gabriel","California","United States",361,11527,"Jenna J Green","1-2 Miles"
"Glendale","California","United States",325,11528,"Joan Washington","1-2 Miles"
"Portland","Oregon","United States",547,11529,"Austin L Bryant","1-2 Miles"
"N. Vancouver","British Columbia","Canada",54,11530,"Andrew C Martinez","1-2 Miles"
"Beverly Hills","California","United States",300,11531,"Nina R Yuan","0-1 Miles"
"Redmond","Washington","United States",634,11532,"Lauren Miller","1-2 Miles"
"Birmingham","Alabama","United States",280,11533,"Ebony E Gill","1-2 Miles"
"Long Beach","California","United States",337,11534,"Cameron M Lewis","1-2 Miles"
"Lebanon","Oregon","United States",543,11535,"Devin Nelson","0-1 Miles"
"Fremont","California","United States",322,11536,"Logan J Chow","1-2 Miles"
"Colma","California","United States",310,11537,"Dakota Ross","0-1 Miles"
"Palo Alto","California","United States",352,11538,"Nicole B Taylor","0-1 Miles"
"Concord","California","United States",311,11539,"Justin Washington","1-2 Miles"
"Coronado","California","United States",312,11540,"Alberto C Navarro","1-2 Miles"
"Portland","Oregon","United States",547,11541,"Aidan D Ross","0-1 Miles"
"York","England","United Kingdom",278,11542,"Alejandro L Tang","0-1 Miles"
"Paris","Seine (Paris)","France",201,11543,"Sheena Chande","2-5 Miles"
"Darmstadt","Hessen","Germany",127,11544,"Joel A Garcia","1-2 Miles"
"Paris","Seine (Paris)","France",200,11545,"Reginald Dominguez","0-1 Miles"
"Roubaix","Nord","France",189,11546,"Christine Chande","2-5 Miles"
"Paris","Seine (Paris)","France",201,11547,"Cindy E Sai","0-1 Miles"
"Berkshire","England","United Kingdom",230,11548,"Raymond Sanchez","0-1 Miles"
"London","England","United Kingdom",257,11549,"Crystal J Liang","0-1 Miles"
"Oxford","England","United Kingdom",263,11550,"Deb Torres","0-1 Miles"
"Colombes","Hauts de Seine","France",215,11551,"Shannon Alvarez","0-1 Miles"
"Salzgitter","Hessen","Germany",135,11552,"Eddie L Rubio","1-2 Miles"
"Reading","England","United Kingdom",266,11553,"Sharon D Luo","2-5 Miles"
"Tremblay-en-France","Seine Saint Denis","France",224,11554,"Sydney Simmons","0-1 Miles"
"Esher-Molesey","England","United Kingdom",237,11555,"Alexandria R Henderson","0-1 Miles"
"Warrington","England","United Kingdom",271,11556,"Lucas J Evans","2-5 Miles"
"York","England","United Kingdom",278,11557,"Felicia Ramos","1-2 Miles"
"Woolston","England","United Kingdom",276,11558,"Ivan E Malhotra","0-1 Miles"
"Solingen","Nordrhein-Westfalen","Germany",161,11559,"Frederick M Subram","0-1 Miles"
"London","England","United Kingdom",248,11560,"Whitney Srini","1-2 Miles"
"München","Nordrhein-Westfalen","Germany",159,11561,"Briana Dominguez","0-1 Miles"
"Leipzig","Nordrhein-Westfalen","Germany",158,11562,"Jarrod Gonzalez","2-5 Miles"
"London","England","United Kingdom",247,11563,"Cesar Srini","2-5 Miles"
"Frankfurt am Main","Hamburg","Germany",146,11564,"Jorge L Liang","0-1 Miles"
"Berks","England","United Kingdom",229,11565,"Erik S Diaz","0-1 Miles"
"Cergy","Val d'Oise","France",226,11566,"April L Shan","0-1 Miles"
"Berlin","Saarland","Germany",165,11567,"Carla Perez","0-1 Miles"
"Cheltenham","England","United Kingdom",236,11568,"Alexia Foster","0-1 Miles"
"West Sussex","England","United Kingdom",274,11569,"Troy Malhotra","2-5 Miles"
"Berlin","Hessen","Germany",124,11570,"Kristin K Andersen","0-1 Miles"
"Orleans","Loiret","France",183,11571,"Joel Sai","0-1 Miles"
"Dunkerque","Nord","France",186,11572,"Billy Moreno","0-1 Miles"
"Woolston","England","United Kingdom",276,11573,"Meagan W Subram","0-1 Miles"
